Dist Code,State Code,State Name,Dist Name,Year,PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,PEARL MILLET IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),PEARL_MILLET_STATE_PRICE,FERT_DATA_AVAILABLE
89,11,Tamil Nadu,Thanjavur,2005,0.15,0.18,1212.77,1464.2,303.1,955.8,0.1,436.45,34.56,51.87,489.68,570.17,589.95,823.15,139.53,34.9475,25.8175,30.044,22.468,32.9,24.294166666666666,8.605833333333333,166.82,50.44,63.95,281.22,6563.0,40221.0,157.0,ORTHIDS,1337.0,589.0,1
89,11,Tamil Nadu,Thanjavur,2006,0.15,0.22,1458.33,841.7,252.8,456.09999999999997,0.1,438.39,40.05,58.81,498.3,612.8,596.87,895.09,149.97,34.93000000000001,25.8,29.79,22.21,32.73833333333333,24.131666666666664,8.606666666666666,135.11,36.09,60.61,231.81,2678.0,26616.0,157.0,ORTHIDS,1337.0,,1
89,11,Tamil Nadu,Thanjavur,2007,0.15,0.24,1654.89,1067.6,287.0,676.9000000000001,0.1,425.75,41.72,64.14,491.67,583.68,592.95,924.07,155.84,34.755,25.627499999999998,30.125999999999998,22.55,32.85166666666667,24.246666666666666,8.605,105.48,33.61,56.69,195.78,3067.0,24827.0,157.0,ORTHIDS,1337.0,,1
89,11,Tamil Nadu,Thanjavur,2008,0.11,0.3,2710.15,1448.8,255.4,1038.7,0.035,441.92,44.15,70.2,513.59,655.88,613.6,943.31,153.73,34.795,25.665,30.082,22.504,32.70166666666666,24.09416666666667,8.607499999999991,137.03,45.23,65.76,248.02,5954.0,35135.0,157.0,ORTHIDS,1337.0,934.0,1
89,11,Tamil Nadu,Thanjavur,2009,0.11,0.21,2011.32,1296.7,224.79999999999998,974.6999999999999,0.034,438.39,40.79,65.45,505.46,608.87,602.73,885.56,146.93,35.4025,26.275,30.380000000000003,22.8,33.29666666666667,24.689999999999998,8.60666666666667,139.36,48.97,66.08,254.4,5817.0,36308.0,157.0,ORTHIDS,1337.0,1172.0,1
89,11,Tamil Nadu,Thanjavur,2010,0.09,0.12,1280.7,1373.8,391.0,876.8000000000001,0.024,436.41,38.82,65.43,503.54,612.23,600.39,899.46,149.81,34.9875,25.8575,30.332,22.754,33.26583333333333,24.65833333333333,8.607500000000002,133.21,44.03,64.22,241.47,5294.0,33729.0,157.0,ORTHIDS,1337.0,1149.0,1
89,11,Tamil Nadu,Thanjavur,2011,0.04,0.09,2291.67,1078.3,303.1,34.6,0.016,439.2,40.24,66.18,506.51,678.31,597.33,940.39,157.43,35.322500000000005,26.192500000000003,30.064,22.486,33.089166666666664,24.4825,8.606666666666662,137.95,54.12,50.39,242.46,6594.0,37085.0,157.0,ORTHIDS,1337.0,1363.5,1
89,11,Tamil Nadu,Thanjavur,2012,0.04,0.05,1316.83,685.5,213.3,442.3,0.024,399.62,47.26,81.14,481.83,563.92,566.31,733.75,129.57,35.2625,26.135,30.433999999999997,22.855999999999998,33.24916666666666,24.64333333333333,8.60583333333333,126.42,42.96,29.61,198.98,4512.0,26587.0,157.0,ORTHIDS,1337.0,1638.0,1
89,11,Tamil Nadu,Thanjavur,2013,0.06,0.11,1965.75,715.7,299.6,341.1,0.031,417.32,45.59,74.04,492.25,622.93,574.7,925.33,161.01,35.04,25.91,30.55,22.968,33.37833333333333,24.768333333333334,8.609999999999996,117.51,36.96,35.56,190.03,4024.0,24731.0,157.0,ORTHIDS,1337.0,1802.0,1
89,11,Tamil Nadu,Thanjavur,2014,0.05,0.14,2806.2,910.6,215.70000000000002,563.8000000000001,0.016,426.55,54.86,85.13,512.76,675.05,585.64,960.91,164.08,35.5525,26.4225,30.686,23.107999999999997,33.42333333333333,24.816666666666663,8.60666666666667,142.43,49.97,38.63,231.03,8367.0,36670.0,157.0,ORTHIDS,1337.0,1851.0,1
89,11,Tamil Nadu,Thanjavur,2015,0.07,0.19,2521.74,1103.8,209.6,696.1999999999999,0.018,421.35,45.47,62.96,485.06,663.35,573.64,961.78,167.66,35.7625,26.4225,30.482,23.262,33.37333333333333,24.88083333333333,8.492499999999996,147.47,52.9,29.48,229.84,7813.0,32544.0,157.0,ORTHIDS,1337.0,,1
90,11,Tamil Nadu,Madurai,1966,12.0,11.0,916.67,1080.1,518.0,499.4,3.3,67.5,0.24,70.65,191.7,256.2,567.6,642.3,113.16,34.1525,24.875,30.562,22.004,33.064166666666665,23.651666666666667,9.412499999999998,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,50.0,0
90,11,Tamil Nadu,Madurai,1967,22.0,15.0,681.82,751.0,234.9,369.20000000000005,4.2,66.8,0.27,86.55,207.7,270.1,571.2,643.8,112.71,33.847500000000004,24.547500000000003,30.177999999999997,21.061999999999998,32.734166666666674,23.055833333333336,9.678333333333338,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,50.0,0
90,11,Tamil Nadu,Madurai,1968,31.7,23.0,725.55,721.0,162.1,386.29999999999995,5.4,64.0,0.2,89.65,207.9,261.6,559.3,634.6,113.46,33.765,24.814999999999998,30.296000000000003,21.502,32.5775,23.316666666666666,9.260833333333334,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,67.8,0
90,11,Tamil Nadu,Madurai,1969,26.7,21.4,801.5,662.9,215.70000000000002,341.4,5.6,64.3,0.29,79.13,194.6,243.9,573.9,625.3,108.96,34.3275,24.977500000000003,30.214,21.657999999999998,32.97416666666667,23.521666666666672,9.452499999999997,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,65.1,0
90,11,Tamil Nadu,Madurai,1970,34.1,23.9,700.88,1009.3,393.79999999999995,492.40000000000003,3.2,62.2,1.81,78.39,198.3,250.6,583.5,653.7,112.03,33.89,24.8625,30.136000000000003,21.598,32.64666666666667,23.5175,9.12916666666667,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,62.8,0
90,11,Tamil Nadu,Madurai,1971,26.3,17.1,650.19,1101.2,433.70000000000005,544.8,4.7,62.6,1.67,88.91,207.1,262.8,600.8,679.0,113.02,33.465,24.485000000000003,29.951999999999998,21.098000000000003,32.40416666666666,22.984166666666667,9.419999999999995,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,61.25,0
90,11,Tamil Nadu,Madurai,1972,37.7,39.7,1053.05,941.5,279.5,447.4,6.0,62.2,1.74,98.09,218.0,286.0,608.3,686.6,112.87,34.725,25.049999999999997,30.322000000000003,21.428,32.958333333333336,23.21416666666666,9.744166666666676,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,65.45,0
90,11,Tamil Nadu,Madurai,1973,25.7,34.2,1330.74,829.4,312.7,428.79999999999995,5.5,63.4,2.45,108.33,229.2,284.8,581.5,662.2,113.88,34.042500000000004,25.065,30.832,21.534000000000002,33.23416666666667,23.504166666666663,9.730000000000004,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,86.35,0
90,11,Tamil Nadu,Madurai,1974,23.7,12.3,518.99,464.0,243.8,146.7,3.7,58.3,0.04,93.24,185.5,237.0,531.9,599.0,112.62,34.1025,24.4775,30.885999999999996,20.668,33.120000000000005,22.799999999999997,10.320000000000007,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,154.7,0
90,11,Tamil Nadu,Madurai,1975,22.7,23.6,1039.65,745.9,376.79999999999995,207.9,4.3,53.0,0.42,89.77,193.9,251.6,575.4,637.9,110.86,33.53,24.605,30.341999999999995,21.166,32.692499999999995,23.122500000000002,9.569999999999993,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,102.7,0
90,11,Tamil Nadu,Madurai,1976,29.2,32.1,1099.32,771.8,367.7,292.09999999999997,4.5,41.7,1.37,90.25,176.0,206.7,562.2,620.1,110.3,34.5275,24.875,30.272,21.666,33.01833333333334,23.33583333333333,9.682500000000008,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,97.2,0
90,11,Tamil Nadu,Madurai,1977,28.8,32.0,1111.11,1234.5,390.1,631.7,5.8,57.2,0.46,102.13,225.1,293.6,597.3,685.9,114.83,34.5675,24.967499999999998,30.451999999999998,21.734,32.96,23.523333333333337,9.436666666666664,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,98.0,0
90,11,Tamil Nadu,Madurai,1978,26.7,30.2,1131.09,759.3,226.4,445.4,8.3,54.5,0.87,125.71,241.2,308.2,585.5,667.1,113.94,33.735,25.032500000000002,30.426,22.332,32.81333333333333,23.903333333333332,8.91,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,76.6,0
90,11,Tamil Nadu,Madurai,1979,21.6,23.6,1092.59,976.5,295.8,617.7999999999998,7.4,57.8,0.47,123.12,246.0,317.0,592.0,674.0,113.85,33.947500000000005,25.5425,30.29,22.734,32.802499999999995,24.372500000000002,8.429999999999993,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,87.85,0
90,11,Tamil Nadu,Madurai,1980,19.0,21.3,1121.05,571.9,171.8,259.6,7.2,57.8,1.06,122.11,232.0,295.0,513.0,578.0,112.67,34.480000000000004,25.252499999999998,31.006,22.15,33.36666666666667,24.0625,9.304166666666667,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,109.15,0
90,11,Tamil Nadu,Madurai,1981,19.1,16.4,858.64,1052.6,517.0,427.90000000000003,4.9,58.0,1.03,126.06,240.0,285.0,573.0,628.0,109.6,33.875,25.212500000000002,30.234,22.157999999999998,32.82416666666667,23.983333333333334,8.840833333333336,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,127.95,0
90,11,Tamil Nadu,Madurai,1982,24.0,33.1,1379.17,608.6,175.10000000000002,314.8,3.3,41.6,1.21,111.8,188.6,227.8,524.1,573.4,109.41,34.72,25.2425,30.562,22.066,33.207499999999996,23.953333333333333,9.254166666666663,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,118.0,0
90,11,Tamil Nadu,Madurai,1983,17.6,19.0,1079.55,814.8,325.7,374.5,4.2,59.3,0.92,122.66,231.2,278.9,571.8,641.3,112.15,34.7675,25.542499999999997,31.129999999999995,22.018,33.72083333333334,24.11,9.61083333333334,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,148.10000000000002,0
90,11,Tamil Nadu,Madurai,1984,20.2,24.1,1193.07,756.2,259.5,306.4,2.7,56.5,0.84,116.96,219.0,265.4,533.7,582.5,109.14,34.3775,24.58,30.258,21.624000000000002,32.803333333333335,23.47666666666667,9.326666666666664,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,133.85,0
90,11,Tamil Nadu,Madurai,1985,20.0,20.4,1020.0,652.1,316.3,274.40000000000003,2.1,56.1,1.01,103.7,193.8,235.9,511.9,565.5,110.47,34.2525,24.5525,30.568,22.074,33.19416666666667,23.708333333333332,9.485833333333336,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,160.8,0
90,11,Tamil Nadu,Madurai,1986,19.0,21.0,1105.26,693.7,253.89999999999998,338.4,5.1,56.2,0.8,104.57,195.2,217.8,538.7,567.9,105.42,34.545,25.2425,30.574,22.158000000000005,33.225833333333334,23.93166666666667,9.294166666666666,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,171.39999999999998,0
90,11,Tamil Nadu,Madurai,1987,24.0,29.0,1208.33,594.0,344.4,103.6,9.9,61.6,1.42,133.27,239.3,272.4,608.2,650.9,107.02,35.57,25.555,30.928000000000004,22.330000000000002,33.71583333333333,24.174166666666665,9.541666666666664,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,172.2,0
90,11,Tamil Nadu,Madurai,1988,29.6,36.1,1219.59,755.1,357.8,187.0,7.6,55.0,1.65,106.12,205.2,256.1,538.6,606.9,112.68,34.614999999999995,25.0375,31.427999999999997,22.072,33.62833333333334,23.94083333333333,9.687500000000007,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,161.65,0
90,11,Tamil Nadu,Madurai,1989,28.2,43.7,1549.65,903.8,396.70000000000005,346.79999999999995,8.3,59.0,2.8,137.78,252.2,316.2,578.9,669.5,115.65,34.435,24.5625,31.023999999999994,21.568,33.38583333333334,23.350833333333338,10.035,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,190.7,0
90,11,Tamil Nadu,Madurai,1990,23.76,34.29,1443.18,878.7,179.3,604.4,6.42,60.87,1.19,128.62,234.55,289.21,560.19,633.35,113.06,34.85,24.9775,30.971999999999998,22.258000000000003,33.4825,23.997500000000002,9.485,96.43,38.67,69.83,204.94,7509.0,43084.0,171.0,SANDY,905.0,187.5,1
90,11,Tamil Nadu,Madurai,1991,16.95,24.46,1443.07,785.3,273.1,406.0,3.17,64.62,0.6,119.71,217.24,254.86,549.07,596.77,108.69,34.565,25.285,30.828000000000003,22.168,33.50416666666667,24.00583333333333,9.498333333333338,89.9,37.53,73.9,201.33,5485.0,34850.0,171.0,SANDY,905.0,220.5,1
90,11,Tamil Nadu,Madurai,1992,14.72,19.12,1298.91,945.2,311.5,451.3,1.79,67.74,1.27,126.41,233.6,272.81,561.47,608.02,108.29,34.7375,24.8875,30.983999999999998,21.588,33.55333333333333,23.366666666666664,10.186666666666664,88.51,33.0,47.85,169.36,5902.0,33730.0,171.0,SANDY,905.0,251.0,1
90,11,Tamil Nadu,Madurai,1993,18.0,33.0,1833.33,1044.3,280.4,660.5,1.69,67.46,1.35,136.82,249.43,290.17,549.07,596.77,108.69,35.18,24.605,30.689999999999998,21.694,33.6325,23.420833333333334,10.211666666666666,74.81,34.64,53.44,162.88,7370.0,37021.0,171.0,SANDY,905.0,273.0,1
90,11,Tamil Nadu,Madurai,1994,13.11,23.48,1791.0,778.7,152.6,465.5,2.98,71.95,1.17,160.43,279.61,305.08,573.85,603.23,105.12,34.9875,24.862499999999997,30.928000000000004,21.835999999999995,33.62416666666666,23.540000000000003,10.084166666666658,102.24,39.35,70.09,211.68,6324.0,38262.0,171.0,SANDY,905.0,337.0,1
90,11,Tamil Nadu,Madurai,1995,10.56,19.05,1803.98,754.5,273.9,247.4,2.51,53.7,1.27,143.68,222.94,247.61,484.08,510.05,105.36,35.025,25.125,31.508,22.171999999999997,33.74166666666667,23.78,9.961666666666666,106.1,34.46,92.87,233.42,4491.0,31839.0,171.0,SANDY,905.0,396.0,1
90,11,Tamil Nadu,Madurai,1996,8.31,13.12,1578.82,925.6,349.9,425.30000000000007,2.11,59.3,2.79,152.27,250.29,276.36,539.77,569.38,105.49,34.160000000000004,25.2325,31.413999999999998,21.576,33.708333333333336,23.504166666666666,10.20416666666667,188.66,55.02,83.33,327.01,5747.0,34854.0,171.0,SANDY,905.0,,1
90,11,Tamil Nadu,Madurai,1997,11.89,21.37,1797.31,1187.8,201.39999999999998,820.0000000000001,5.6,61.36,2.66,167.02,273.09,296.92,568.13,595.61,104.84,35.2325,25.505000000000003,31.306,22.266000000000002,33.815000000000005,24.000833333333333,9.814166666666672,178.33,62.03,96.95,337.32,5345.0,34851.0,171.0,SANDY,905.0,359.0,1
90,11,Tamil Nadu,Madurai,1998,13.97,24.57,1758.77,1035.9,359.5,603.5000000000001,3.59,61.84,2.72,168.71,273.18,303.93,561.42,596.32,106.22,35.015,25.4375,31.802000000000003,22.442,34.30583333333334,24.183333333333334,10.122500000000006,152.45,60.415,72.875,284.52,5486.0,32056.5,171.0,SANDY,905.0,411.0,1
90,11,Tamil Nadu,Madurai,1999,15.43,30.47,1974.72,682.4,139.4,395.3,5.49,59.62,2.62,171.94,272.65,305.26,557.4,594.02,106.57,34.81,25.060000000000002,31.407999999999998,21.550000000000004,33.697500000000005,23.418333333333333,10.279166666666672,152.45,60.415,72.875,284.52,5486.0,32056.5,171.0,SANDY,905.0,498.0,1
90,11,Tamil Nadu,Madurai,2000,10.73,19.11,1780.99,752.9,316.5,336.6,2.9,55.36,2.63,158.42,249.53,282.89,496.65,531.82,107.08,34.269999999999996,25.340000000000003,31.151999999999997,22.162,33.52,23.909166666666664,9.61083333333334,149.7,67.42,82.87,300.0,7468.0,32274.0,171.0,SANDY,905.0,439.0,1
90,11,Tamil Nadu,Madurai,2001,11.17,14.56,1303.49,546.7,182.3,277.59999999999997,1.8,46.99,2.77,148.34,220.81,251.34,466.18,497.66,106.75,34.6275,25.185,31.082,22.168,33.43416666666667,23.826666666666664,9.607500000000005,124.51,49.4,63.48,237.39,4466.0,23447.0,171.0,SANDY,905.0,480.0,1
90,11,Tamil Nadu,Madurai,2002,12.91,13.67,1058.87,658.4,171.5,406.7,1.49,29.3,4.99,144.51,196.94,211.0,455.45,472.36,103.71,35.095,25.65,30.938,22.022000000000002,33.63333333333333,24.02333333333333,9.610000000000003,139.62,66.22,91.77,297.61,3681.0,22532.0,171.0,SANDY,905.0,567.0,1
90,11,Tamil Nadu,Madurai,2003,14.8,12.4,837.84,816.6,339.4,324.1,1.18,25.75,6.56,130.12,168.03,179.69,452.8,465.51,102.81,35.3825,25.942500000000003,31.24,22.326,33.87333333333333,24.26666666666667,9.606666666666658,122.58,53.3,70.82,246.69,3743.0,17323.0,171.0,SANDY,905.0,545.0,1
90,11,Tamil Nadu,Madurai,2004,14.54,19.74,1357.63,912.4,343.7,353.20000000000005,1.21,45.67,8.87,156.65,222.83,246.27,506.56,532.73,105.17,34.7375,25.29,30.812,21.898000000000003,33.36333333333333,23.754166666666666,9.609166666666663,117.62,50.7,72.81,241.13,4321.0,22136.0,171.0,SANDY,905.0,542.5,1
90,11,Tamil Nadu,Madurai,2005,13.94,17.05,1223.1,1258.3,250.4,694.3,1.67,57.15,7.94,170.68,252.64,275.11,518.19,542.64,104.72,35.0475,25.605,31.042,22.125999999999998,33.56833333333334,23.959999999999997,9.608333333333345,122.51,56.28,72.94,251.73,4917.0,23885.0,171.0,SANDY,905.0,589.0,1
90,11,Tamil Nadu,Madurai,2006,11.87,19.37,1631.84,814.7,144.2,440.5,0.88,52.03,9.15,164.28,244.36,264.95,496.23,519.34,104.66,34.8125,25.3675,30.628000000000004,21.712,33.214999999999996,23.605833333333333,9.609166666666663,155.2,67.87,69.16,292.22,5626.0,26531.0,171.0,SANDY,905.0,,1
90,11,Tamil Nadu,Madurai,2007,11.09,14.15,1275.92,766.6,202.8,482.59999999999997,0.64,43.6,11.96,169.32,246.71,266.85,490.46,516.09,105.23,34.93,25.4875,30.884000000000004,21.968,33.51416666666667,23.905833333333334,9.608333333333334,163.95,65.45,79.52,308.92,5451.0,29390.0,171.0,SANDY,905.0,,1
90,11,Tamil Nadu,Madurai,2008,10.58,18.17,1717.39,998.2,310.79999999999995,408.90000000000003,1.11,42.25,14.51,181.2,259.66,282.66,484.23,511.53,105.64,34.885,25.4425,31.088,22.174,33.33833333333333,23.730833333333337,9.607499999999995,244.6,69.98,116.28,430.86,5816.0,42101.0,171.0,SANDY,905.0,934.0,1
90,11,Tamil Nadu,Madurai,2009,10.92,21.5,1968.86,834.2,270.6,390.6,2.43,39.0,13.08,178.28,246.86,260.12,458.96,473.88,103.25,35.45,26.005000000000003,31.458,22.544,34.030833333333334,24.421666666666663,9.60916666666667,254.2,96.52,117.37,468.09,6833.0,37533.0,171.0,SANDY,905.0,1172.0,1
90,11,Tamil Nadu,Madurai,2010,10.38,23.68,2281.31,1225.9,301.6,760.8,1.72,40.5,12.62,186.57,262.81,276.56,480.04,497.54,103.65,35.0625,25.615,31.192,22.273999999999997,33.90333333333333,24.291666666666668,9.611666666666661,246.12,94.51,92.29,432.91,8356.0,41102.0,171.0,SANDY,905.0,1149.0,1
90,11,Tamil Nadu,Madurai,2011,9.43,23.93,2537.65,785.3,273.9,38.800000000000004,2.52,40.18,12.25,196.74,273.8,300.65,492.48,521.3,105.85,35.29,25.847500000000004,31.032,22.116000000000003,33.68333333333334,24.075000000000003,9.608333333333334,220.4,110.54,99.36,430.3,9649.0,42003.0,171.0,SANDY,905.0,1363.5,1
90,11,Tamil Nadu,Madurai,2012,5.47,9.01,1647.17,548.4,187.5,232.00000000000003,1.48,16.9,13.45,188.29,221.63,232.79,403.38,415.2,102.93,35.375,25.9325,31.482000000000006,22.566,34.012499999999996,24.403333333333336,9.60916666666666,234.71,106.87,60.41,402.0,4067.0,17108.0,171.0,SANDY,905.0,1638.0,1
90,11,Tamil Nadu,Madurai,2013,4.2,8.66,2061.9,610.2,189.9,310.09999999999997,1.13,27.83,14.06,177.29,224.57,239.62,418.99,436.16,104.1,34.7875,25.3425,31.852000000000004,22.936,34.0225,24.412499999999998,9.610000000000003,173.93,72.37,49.48,295.78,3728.0,17305.0,171.0,SANDY,905.0,1802.0,1
90,11,Tamil Nadu,Madurai,2014,4.66,14.31,3070.82,744.2,227.2,329.6,1.52,30.27,15.83,178.15,233.2,257.79,466.54,495.05,106.11,35.559999999999995,26.115000000000002,31.648000000000003,22.732000000000003,34.10916666666667,24.5,9.609166666666667,165.43,66.58,44.81,276.82,5487.0,25330.0,171.0,SANDY,905.0,1851.0,1
90,11,Tamil Nadu,Madurai,2015,4.29,12.32,2871.79,1002.5,263.79999999999995,425.09999999999997,1.26,31.44,16.07,193.01,249.16,280.19,464.56,499.67,107.56,35.6725,26.115000000000002,31.442,22.776,33.89666666666666,24.518333333333334,9.378333333333327,159.76,58.8,51.91,270.46,4798.0,22735.0,171.0,SANDY,905.0,,1
91,11,Tamil Nadu,Ramananthapuram,1966,49.0,33.0,673.47,1024.8,172.20000000000002,709.5,1.3,0.0,0.02,25.32,230.2,250.6,633.1,658.2,103.96,34.52,26.8575,30.383999999999997,23.589999999999996,32.8925,25.246666666666666,7.645833333333332,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,50.0,0
91,11,Tamil Nadu,Ramananthapuram,1967,56.0,37.0,660.71,1142.3,107.3,948.6,2.3,0.0,0.02,25.99,254.6,267.8,643.6,672.0,104.41,34.292500000000004,26.605,30.01,22.66,32.598333333333336,24.6875,7.910833333333336,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,50.0,0
91,11,Tamil Nadu,Ramananthapuram,1968,54.6,25.0,457.88,757.6,101.80000000000001,435.70000000000005,2.3,0.1,0.03,41.05,239.7,244.7,611.2,625.8,102.39,34.15,26.812499999999996,30.125999999999998,23.09,32.420833333333334,24.924999999999997,7.495833333333337,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,67.8,0
91,11,Tamil Nadu,Ramananthapuram,1969,56.5,33.9,600.0,918.9,128.0,713.9,2.4,0.6,0.03,32.04,230.4,234.3,627.8,641.3,102.15,34.73,26.995,30.05,23.256,32.829166666666666,25.142500000000002,7.686666666666664,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,65.1,0
91,11,Tamil Nadu,Ramananthapuram,1970,50.7,29.2,575.94,624.2,130.0,323.7,2.1,0.4,0.03,34.46,220.6,232.2,610.9,624.4,102.21,34.33,26.9175,29.982,23.212,32.520833333333336,25.160833333333333,7.360000000000003,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,62.8,0
91,11,Tamil Nadu,Ramananthapuram,1971,50.9,27.1,532.42,925.5,202.1,558.2,2.2,0.4,0.0,36.36,250.6,273.1,648.0,673.5,103.94,33.88,26.515,29.818,22.721999999999998,32.28333333333333,24.629166666666663,7.654166666666669,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,61.25,0
91,11,Tamil Nadu,Ramananthapuram,1972,52.4,24.5,467.56,1008.8,182.7,658.5999999999999,1.9,0.4,0.0,36.79,254.3,274.5,653.1,676.9,103.64,35.0975,27.034999999999997,30.144,23.012,32.793333333333344,24.814999999999998,7.978333333333346,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,65.45,0
91,11,Tamil Nadu,Ramananthapuram,1973,49.1,34.7,706.72,724.4,133.3,545.3000000000001,1.9,0.4,0.0,36.73,253.4,269.0,640.7,658.4,102.76,34.425,27.06,30.663999999999998,23.130000000000003,33.08583333333333,25.12333333333333,7.962500000000002,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,86.35,0
91,11,Tamil Nadu,Ramananthapuram,1974,39.8,13.1,329.15,407.2,126.0,193.40000000000003,3.0,0.8,0.03,38.97,149.9,164.2,476.2,490.6,103.02,34.5225,26.512500000000003,30.722,22.267999999999997,32.985,24.43166666666666,8.553333333333338,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,154.7,0
91,11,Tamil Nadu,Ramananthapuram,1975,49.7,36.2,728.37,625.2,166.20000000000002,342.5,3.3,0.3,0.03,38.0,216.2,228.4,604.7,618.5,102.28,34.0,26.689999999999998,30.212,22.798,32.58333333333333,24.78,7.8033333333333275,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,102.7,0
91,11,Tamil Nadu,Ramananthapuram,1976,50.7,37.1,731.76,520.0,54.7,405.90000000000003,3.3,0.3,0.21,36.61,213.5,225.0,613.0,627.1,102.3,34.9375,26.9025,29.976000000000006,23.133999999999997,32.815,24.90166666666667,7.913333333333327,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,97.2,0
91,11,Tamil Nadu,Ramananthapuram,1977,42.7,38.8,908.67,1142.1,112.5,858.4999999999999,3.3,0.5,0.23,42.14,255.9,288.7,631.5,669.3,105.99,34.97,26.9875,30.262,23.305999999999997,32.79916666666667,25.129166666666663,7.670000000000009,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,98.0,0
91,11,Tamil Nadu,Ramananthapuram,1978,44.1,38.1,863.95,774.7,75.8,670.0,3.8,0.2,0.17,46.66,243.1,268.3,621.2,650.5,104.72,34.192499999999995,27.1075,30.231999999999992,23.898000000000003,32.674166666666665,25.530833333333334,7.143333333333331,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,76.6,0
91,11,Tamil Nadu,Ramananthapuram,1979,37.7,27.1,718.83,855.7,137.3,685.0999999999999,3.1,0.3,0.33,44.18,259.0,286.0,621.0,655.0,105.48,34.362500000000004,27.574999999999996,30.122000000000003,24.332,32.65833333333333,25.99833333333333,6.66,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,87.85,0
91,11,Tamil Nadu,Ramananthapuram,1980,31.5,25.7,815.87,533.7,111.3,309.29999999999995,2.2,0.0,0.28,51.53,212.0,223.0,544.0,558.0,102.57,34.8425,27.3325,30.836000000000002,23.741999999999997,33.205,25.7025,7.502499999999998,28.5,6.16,5.16,39.82,1075.0,7235.0,120.0,ORTHIDS,874.0,109.15,0
