Dist Code,State Code,State Name,Dist Name,Year,PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),KHARIF_RAIN_MM,RABI_RAIN_MM,PEARL MILLET IRRIGATED AREA (1000 ha),CANALS AREA (1000 ha),TUBE WELLS AREA (1000 ha),TOTAL WELLS AREA (1000 ha),NET AREA (1000 ha),GROSS AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),KHARIF_TMAX,KHARIF_TMIN,RABI_TMAX,RABI_TMIN,ANNUAL_TMAX,ANNUAL_TMIN,DIURNAL_TEMP_RANGE,N_KG_PER_HA,P_KG_PER_HA,K_KG_PER_HA,NPK_TOTAL_KG_PER_HA,FERT_KHARIF_TONS,FERT_RABI_TONS,GROWING_PERIOD_DAYS,SOIL_TYPE_DOMINANT,ANNUAL NORMAL RAINFALL (Millimeters),PEARL_MILLET_STATE_PRICE,FERT_DATA_AVAILABLE
9,6,Madhya Pradesh,Chhindwara,1974,0.2,0.1,500.0,966.2,781.0,166.10000000000002,0.0,0.1,0.0,27.56,28.9,30.3,478.0,517.0,108.16,30.585,22.847500000000004,27.084000000000003,12.128000000000002,30.885,18.245833333333334,12.639166666666668,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,156.7,0
9,6,Madhya Pradesh,Chhindwara,1975,0.2,0.1,500.0,1131.5,993.5999999999999,103.7,0.0,0.2,0.0,32.85,34.5,34.5,484.8,529.2,109.16,29.2575,22.654999999999998,26.788000000000004,12.034,30.2825,18.123333333333335,12.159166666666664,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,87.1,0
9,6,Madhya Pradesh,Chhindwara,1976,0.2,0.1,500.0,979.6,885.9000000000001,42.6,0.0,0.2,0.0,33.63,35.3,35.3,479.0,522.0,108.98,29.685000000000002,22.285000000000004,28.212,14.054000000000002,30.760833333333334,18.763333333333332,11.997500000000002,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,94.9,0
9,6,Madhya Pradesh,Chhindwara,1977,0.3,0.2,666.67,1376.9,1098.5,273.3,0.0,0.4,0.0,35.2,37.4,37.4,487.0,536.8,110.23,29.68,22.525,28.05,13.606,30.8325,18.75583333333334,12.07666666666666,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,113.35,0
9,6,Madhya Pradesh,Chhindwara,1978,0.3,0.1,333.33,1247.1,1096.8999999999999,116.1,0.0,0.4,0.0,36.2,39.3,39.7,476.0,528.0,110.92,29.425,22.4775,27.35,13.246,30.31,18.607499999999998,11.7025,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,94.69999999999999,0
9,6,Madhya Pradesh,Chhindwara,1979,0.3,0.1,333.33,913.0,783.3,121.5,0.0,0.8,0.0,43.68,46.7,46.7,473.4,526.7,111.26,31.1,23.2625,27.398000000000003,14.975999999999999,30.84666666666666,19.3075,11.53916666666666,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,122.05,0
9,6,Madhya Pradesh,Chhindwara,1980,0.3,0.1,333.33,845.9,794.0000000000001,44.70000000000001,0.0,1.1,0.0,42.62,46.7,46.7,471.5,519.8,110.24,30.287499999999998,22.305,28.302,14.274000000000001,31.375,19.239166666666666,12.135833333333334,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,130.8,0
9,6,Madhya Pradesh,Chhindwara,1981,0.2,0.1,500.0,1243.4,1183.8000000000002,24.4,0.0,1.3,0.03,45.92,50.3,50.3,476.2,532.5,111.82,30.295,23.142500000000002,27.204,13.258000000000001,30.594166666666663,18.823333333333334,11.770833333333329,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,145.4,0
9,6,Madhya Pradesh,Chhindwara,1982,0.2,0.1,500.0,1004.4,856.7,147.0,0.0,1.4,0.02,46.51,50.5,50.5,485.1,554.9,114.39,30.7275,23.0425,27.157999999999998,14.795999999999998,30.310000000000002,19.2625,11.047500000000003,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,151.8,0
9,6,Madhya Pradesh,Chhindwara,1983,0.2,0.1,500.0,1348.6,1285.4,62.199999999999996,0.0,2.4,0.02,50.32,57.1,57.1,490.8,569.2,115.97,30.499999999999996,23.6775,26.368000000000002,12.568000000000001,30.089166666666667,18.68166666666667,11.407499999999999,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,129.8,0
9,6,Madhya Pradesh,Chhindwara,1984,0.1,0.1,1000.0,1243.4,1161.8,81.7,0.0,2.9,0.05,54.71,62.0,62.0,494.9,577.7,116.73,29.4775,22.432499999999997,27.418,12.675999999999998,30.739166666666666,18.355,12.384166666666665,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,124.05,0
9,6,Madhya Pradesh,Chhindwara,1986,0.1,0.1,1000.0,1183.9,939.8000000000001,233.3,0.0,3.0,0.03,55.1,63.6,63.6,490.9,564.6,115.01,30.337500000000002,22.6,27.762,13.796000000000001,30.9225,18.888333333333335,12.034166666666664,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,155.1,0
9,6,Madhya Pradesh,Chhindwara,1987,0.1,0.1,1000.0,907.5,647.4,237.2,0.0,2.6,0.01,54.36,61.0,61.0,492.4,565.2,114.78,31.915000000000003,23.377499999999998,27.994,13.372,31.444999999999997,18.8775,12.567499999999995,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,183.25,0
9,6,Madhya Pradesh,Chhindwara,1988,0.1,0.1,1000.0,1138.3,1050.9,66.69999999999999,0.0,4.3,0.1,56.4,64.9,64.9,491.3,566.8,115.37,30.412499999999998,23.125,28.174,13.434000000000001,31.31833333333334,19.099999999999998,12.21833333333334,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,167.7,0
9,6,Madhya Pradesh,Chhindwara,1989,0.1,0.1,1000.0,1006.3,913.8,46.2,0.0,3.3,1.0,54.7,62.3,62.3,488.9,554.6,113.44,30.3025,22.1725,27.982,12.995999999999999,30.999166666666664,18.245833333333334,12.75333333333333,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,181.5,0
9,6,Madhya Pradesh,Chhindwara,1990,0.08,0.05,625.0,1972.9,1172.0,760.3999999999999,0.0,5.0,1.2,61.0,72.5,72.5,494.7,575.9,116.41,28.9825,22.33,28.137999999999998,13.813999999999998,30.255000000000006,18.642500000000002,11.612500000000004,12.3,5.81,1.01,19.13,1283.0,4999.0,231.0,VERTIC,1094.0,216.0,1
9,6,Madhya Pradesh,Chhindwara,1991,0.07,0.04,571.43,783.0,752.9000000000001,18.700000000000003,0.0,5.06,1.63,55.9,66.6,66.6,477.4,538.2,112.74,30.1575,22.7925,27.926,13.55,30.91416666666667,18.965,11.94916666666667,18.37,7.33,1.4,27.1,1326.0,5055.0,231.0,VERTIC,1094.0,346.5,1
9,6,Madhya Pradesh,Chhindwara,1992,0.15,0.1,666.67,999.5,904.5,0.0,0.0,5.27,2.73,61.7,73.6,73.6,480.2,545.5,113.6,30.575,23.565,27.052000000000003,13.586000000000002,30.701666666666664,19.26083333333333,11.440833333333334,18.12,7.23,1.38,26.74,1326.0,5055.0,231.0,VERTIC,1094.0,269.0,1
9,6,Madhya Pradesh,Chhindwara,1993,0.17,0.12,705.88,1367.0,1279.5,50.1,0.0,5.85,4.86,76.09,89.9,89.9,493.8,581.8,117.82,30.235,23.45,27.812,13.346,30.705833333333334,19.037499999999998,11.668333333333337,16.44,6.33,0.93,23.7,943.0,5031.0,231.0,VERTIC,1094.0,335.5,1
9,6,Madhya Pradesh,Chhindwara,1994,0.3,0.2,666.67,1529.8,1510.1,18.2,0.0,7.29,5.75,90.47,107.3,107.3,494.45,602.1,121.77,28.527499999999996,22.294999999999998,27.412,13.540000000000001,30.158333333333328,18.662499999999998,11.49583333333333,17.76,7.53,1.53,26.82,1419.0,6443.0,231.0,VERTIC,1094.0,398.0,1
9,6,Madhya Pradesh,Chhindwara,1995,0.2,0.2,1000.0,962.4,893.8,48.1,0.0,7.49,6.11,81.61,98.76,107.51,492.71,595.4,120.84,30.807499999999997,23.972499999999997,27.353999999999996,13.704000000000002,30.46666666666667,19.1375,11.32916666666667,17.96,7.62,1.55,27.13,1419.0,6443.0,231.0,VERTIC,1094.0,387.0,1
9,6,Madhya Pradesh,Chhindwara,1996,0.1,0.1,1000.0,849.2,740.8,105.60000000000001,0.0,6.72,9.58,86.51,102.1,109.3,492.33,594.0,120.65,30.155,23.5775,27.99,13.686000000000002,31.0175,19.374999999999996,11.642500000000002,18.01,7.63,1.55,27.19,1419.0,6443.0,231.0,VERTIC,1094.0,479.0,1
9,6,Madhya Pradesh,Chhindwara,1997,0.2,0.2,1000.0,1549.7,1151.2,377.1,0.0,6.08,11.01,90.83,104.08,111.56,495.35,605.9,122.32,30.0175,22.972500000000004,26.965999999999998,13.552000000000001,30.135833333333327,18.755000000000003,11.380833333333324,20.13,8.73,2.37,31.23,2013.0,8248.0,231.0,VERTIC,1094.0,336.0,1
9,6,Madhya Pradesh,Chhindwara,1998,0.2,0.1,500.0,1056.8,858.5,156.6,0.0,8.23,12.9,105.51,120.05,127.99,495.93,615.52,124.11,30.775000000000002,23.970000000000002,27.818,13.666,31.014166666666668,19.312499999999996,11.701666666666672,24.479999999999997,11.370000000000001,2.99,38.870000000000005,2019.0,8976.0,231.0,VERTIC,1094.0,447.0,1
9,6,Madhya Pradesh,Chhindwara,1999,0.1,0.1,1000.0,1439.2,1289.5,137.4,0.0,7.4,13.7,116.63,133.18,139.56,497.2,621.8,125.06,29.6175,22.474999999999998,27.818,13.302000000000001,30.87,18.7075,12.162500000000001,24.479999999999997,11.370000000000001,2.99,38.870000000000005,2019.0,8976.0,231.0,VERTIC,1094.0,555.0,1
9,6,Madhya Pradesh,Chhindwara,2000,0.3,0.2,666.67,696.8,690.9000000000001,5.9,0.0,3.36,14.25,80.62,89.62,95.09,468.29,537.46,114.77,29.81,22.654999999999998,28.815999999999995,13.669999999999998,31.134166666666673,18.8375,12.296666666666674,20.85,9.2,2.71,32.76,1172.0,4332.0,231.0,VERTIC,1094.0,476.0,1
9,6,Madhya Pradesh,Chhindwara,2001,0.4,0.2,500.0,816.9,644.7,118.0,0.0,4.49,16.19,71.52,81.99,87.3,471.08,543.1,115.29,29.7825,22.6125,28.308,14.042000000000002,30.889166666666668,18.934166666666666,11.955000000000002,21.49,9.46,3.0,33.95,1222.0,4731.0,231.0,VERTIC,1094.0,426.0,1
9,6,Madhya Pradesh,Chhindwara,2002,0.1,0.1,1000.0,930.9,848.1,81.0,0.0,9.95,18.58,76.54,93.31,102.77,478.71,565.72,118.18,30.084999999999997,22.909999999999997,28.4,14.136000000000001,31.301666666666673,19.346666666666668,11.955000000000005,23.33,10.61,2.93,36.88,2160.0,7892.0,231.0,VERTIC,1094.0,527.0,1
9,6,Madhya Pradesh,Chhindwara,2003,0.1,0.1,1000.0,1150.4,1053.6,96.2,0.0,10.5,17.47,92.52,112.4,121.48,483.8,591.99,122.36,30.165,22.990000000000002,28.080000000000002,13.818000000000001,31.123333333333335,19.168333333333333,11.955000000000002,25.63,11.84,3.38,40.86,2936.0,10745.0,231.0,VERTIC,1094.0,449.0,1
9,6,Madhya Pradesh,Chhindwara,2004,0.11,0.09,818.18,574.5,480.3,84.0,0.0,10.13,18.54,93.65,113.02,122.39,484.06,601.53,124.27,30.3225,23.150000000000002,27.786,13.520000000000001,31.155833333333334,19.200000000000003,11.95583333333333,22.18,11.8,2.64,36.63,2025.0,7015.0,231.0,VERTIC,1094.0,466.0,1
9,6,Madhya Pradesh,Chhindwara,2005,0.08,0.05,625.0,1212.0,1090.6999999999998,75.9,0.0,9.79,22.97,93.58,110.89,133.7,477.18,592.99,124.27,30.8325,23.657500000000002,27.386000000000003,13.12,30.934166666666666,18.978333333333335,11.95583333333333,28.65,11.58,3.7,43.94,2575.0,11581.0,231.0,VERTIC,1094.0,618.0,1
9,6,Madhya Pradesh,Chhindwara,2006,0.11,0.09,818.18,1093.5,937.1999999999999,20.7,0.0,10.75,29.87,105.98,126.81,150.41,484.37,619.93,127.99,30.305,23.130000000000003,28.868000000000002,14.602,31.077500000000004,19.121666666666666,11.955833333333338,32.58,12.71,3.62,48.91,2325.0,11410.0,231.0,VERTIC,1094.0,691.0,1
9,6,Madhya Pradesh,Chhindwara,2010,0.11,0.11,963.64,,,,0.0,12.25,32.12,131.73,169.69,169.69,489.57,655.69,133.93,31.0725,23.8975,28.288,14.024000000000001,31.879999999999995,19.925833333333333,11.954166666666662,45.99,19.44,8.08,73.51,5065.0,19733.0,231.0,VERTIC,1094.0,867.5,1
9,6,Madhya Pradesh,Chhindwara,2011,0.11,0.13,1218.18,,,,0.0,14.21,40.4,150.15,188.26,188.26,499.64,675.92,135.28,29.93,22.76,27.984,13.722,30.853333333333335,18.9,11.953333333333337,47.99,19.92,6.62,74.52,4577.0,17619.0,231.0,VERTIC,1094.0,1005.5,1
9,6,Madhya Pradesh,Chhindwara,2014,2.0,3.0,1500.0,807.0,685.4000000000001,109.30000000000001,0.0,15.3,54.54,184.61,225.4,225.4,510.11,725.17,142.16,31.187500000000004,24.012500000000003,28.784000000000002,14.516,31.359166666666667,19.401666666666667,11.9575,52.83,21.55,4.96,79.33,6243.0,25226.0,231.0,VERTIC,1094.0,1220.0,1
10,6,Madhya Pradesh,Narsinghpur,1966,2.0,2.0,1000.0,741.9,716.9,22.2,0.0,0.0,1.06,5.13,5.3,5.3,266.8,272.1,101.99,32.515,24.3675,29.137999999999998,14.047999999999998,32.54583333333333,19.510833333333334,13.034999999999993,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,67.05,0
10,6,Madhya Pradesh,Narsinghpur,1967,2.0,1.0,500.0,1236.6,1094.5,119.6,0.0,0.0,1.87,5.66,6.0,6.0,265.0,273.3,103.13,31.38,24.075000000000003,29.206,13.675999999999998,31.945833333333336,19.2925,12.653333333333336,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,64.30000000000001,0
10,6,Madhya Pradesh,Narsinghpur,1968,1.2,1.0,833.33,977.6,918.6999999999999,20.1,0.0,0.0,1.72,6.19,6.7,7.7,268.6,276.8,103.05,32.167500000000004,23.472500000000004,27.95,12.844,31.795,18.451666666666668,13.343333333333334,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,61.5,0
10,6,Madhya Pradesh,Narsinghpur,1969,1.3,0.8,615.38,1235.9,1232.2,3.7,0.0,0.0,2.22,8.42,9.3,9.3,271.0,279.0,102.95,31.395000000000003,23.6075,29.183999999999997,14.163999999999998,32.25333333333333,19.596666666666668,12.656666666666663,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,69.1,0
10,6,Madhya Pradesh,Narsinghpur,1970,1.1,0.6,545.45,1719.4,1615.1,58.8,0.0,0.0,2.61,9.53,11.1,11.1,270.0,278.0,102.96,30.857499999999998,23.572499999999998,28.1,13.081999999999999,31.536666666666665,19.115833333333335,12.42083333333333,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,62.95,0
10,6,Madhya Pradesh,Narsinghpur,1971,0.9,0.5,555.56,1436.0,1148.6000000000001,238.0,0.0,0.0,3.55,12.01,14.2,14.2,271.0,280.0,103.32,30.6275,23.4975,27.654000000000003,12.606,31.10166666666667,18.455000000000002,12.646666666666668,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,64.1,0
10,6,Madhya Pradesh,Narsinghpur,1972,0.7,0.6,857.14,1234.6,1202.4,29.900000000000002,0.0,0.0,3.6,11.83,14.5,14.5,271.0,280.0,103.32,32.457499999999996,23.8075,28.101999999999997,12.741999999999999,32.06249999999999,18.811666666666667,13.250833333333325,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,82.9,0
10,6,Madhya Pradesh,Narsinghpur,1973,0.6,0.6,1000.0,1692.5,1595.1999999999998,88.4,0.0,0.0,3.8,12.95,15.8,15.8,272.0,281.0,103.31,31.19,24.205000000000002,28.142000000000003,13.226000000000003,32.08666666666667,19.574166666666667,12.512500000000006,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,124.5,0
10,6,Madhya Pradesh,Narsinghpur,1974,0.6,0.5,833.33,1212.9,1176.5,36.3,0.0,0.0,4.16,14.98,17.6,17.6,271.0,281.0,103.69,32.2325,24.0925,27.540000000000003,12.594,31.96083333333333,19.0425,12.91833333333333,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,156.7,0
10,6,Madhya Pradesh,Narsinghpur,1975,0.5,0.3,600.0,1630.9,1525.5,101.7,0.0,0.3,3.85,15.57,18.8,18.8,272.1,282.0,103.64,30.714999999999996,24.03,27.282,12.581999999999999,31.3,18.970000000000002,12.329999999999998,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,87.1,0
10,6,Madhya Pradesh,Narsinghpur,1976,0.5,0.3,600.0,1254.5,1163.0,66.10000000000001,0.0,0.3,4.17,15.75,18.5,18.5,272.0,282.0,103.68,31.2775,23.6525,28.651999999999997,14.580000000000002,31.74,19.635,12.104999999999997,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,94.9,0
10,6,Madhya Pradesh,Narsinghpur,1977,0.4,0.4,1000.0,1861.4,1578.6,251.6,0.0,0.2,4.63,17.35,20.2,20.2,273.5,283.4,103.62,31.2925,23.7525,28.625999999999998,14.004000000000001,31.93083333333333,19.464166666666667,12.466666666666661,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,113.35,0
10,6,Madhya Pradesh,Narsinghpur,1978,0.4,0.3,750.0,1395.1,1235.6,136.7,0.0,0.4,5.43,18.72,21.5,21.5,273.0,286.0,104.76,31.1325,23.667499999999997,27.912,13.48,31.420833333333334,19.268333333333334,12.1525,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,94.69999999999999,0
10,6,Madhya Pradesh,Narsinghpur,1979,0.4,0.2,500.0,865.9,720.0,129.1,0.0,0.3,6.36,23.98,26.1,26.1,269.8,284.7,105.52,32.8725,24.4625,27.815999999999995,15.4,31.909166666666668,20.049166666666665,11.860000000000003,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,122.05,0
10,6,Madhya Pradesh,Narsinghpur,1980,0.5,0.3,600.0,1409.5,1366.5,42.599999999999994,0.0,0.5,5.92,22.95,25.5,25.5,273.0,288.5,105.68,31.93,23.5575,28.812,14.558000000000002,32.4525,19.911666666666665,12.540833333333335,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,130.8,0
10,6,Madhya Pradesh,Narsinghpur,1981,0.2,0.1,500.0,1043.3,946.8,69.5,0.0,0.4,6.04,20.28,22.6,22.6,274.3,290.5,105.91,31.9775,24.464999999999996,27.674,13.681999999999999,31.660833333333333,19.625,12.035833333333333,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,145.4,0
10,6,Madhya Pradesh,Narsinghpur,1982,0.3,0.2,666.67,1324.4,1137.0,169.6,0.0,0.5,6.42,22.52,25.2,25.2,278.8,296.0,106.17,32.4625,24.2275,27.468,15.162,31.250000000000004,19.97416666666667,11.275833333333335,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,151.8,0
10,6,Madhya Pradesh,Narsinghpur,1983,0.2,0.1,500.0,1266.7,1155.3,97.6,0.0,0.4,7.51,24.82,28.4,28.4,279.9,300.3,107.29,32.0325,24.9325,26.748,12.898,31.005,19.367500000000003,11.637499999999996,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,129.8,0
10,6,Madhya Pradesh,Narsinghpur,1984,0.2,0.1,500.0,1065.5,1013.6999999999999,51.5,0.0,0.5,7.66,27.56,31.0,31.0,283.2,308.1,108.79,31.0725,23.642500000000002,27.889999999999997,12.947999999999999,31.831666666666663,19.006666666666664,12.825,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,124.05,0
10,6,Madhya Pradesh,Narsinghpur,1985,0.2,0.1,500.0,1124.8,1018.5,98.8,0.0,0.7,7.85,30.32,34.3,34.3,285.6,313.4,109.73,31.435000000000002,24.16,27.613999999999997,14.062000000000001,31.865833333333338,19.833333333333332,12.032500000000006,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,177.75,0
10,6,Madhya Pradesh,Narsinghpur,1986,0.1,0.1,1000.0,1096.4,985.0,91.69999999999999,0.0,0.8,9.69,36.43,42.8,42.8,285.5,315.2,110.4,31.917499999999997,23.909999999999997,27.994,14.234,31.819166666666664,19.654999999999998,12.164166666666667,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,155.1,0
10,6,Madhya Pradesh,Narsinghpur,1987,0.1,0.1,1000.0,890.6,705.2,179.39999999999998,0.0,0.7,10.41,40.26,47.0,47.0,287.1,322.6,112.37,33.66,24.6725,28.526000000000003,13.754000000000001,32.534166666666664,19.6675,12.866666666666664,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,183.25,0
10,6,Madhya Pradesh,Narsinghpur,1988,0.1,0.1,1000.0,1007.2,929.6999999999999,63.699999999999996,0.0,0.7,12.0,45.4,54.2,54.2,288.0,324.9,112.81,31.880000000000003,24.505,28.644,13.863999999999999,32.33833333333333,19.893333333333334,12.444999999999997,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,167.7,0
10,6,Madhya Pradesh,Narsinghpur,1989,0.1,0.1,1000.0,993.1,948.2,20.0,0.0,0.6,21.4,59.2,65.0,65.0,289.9,342.4,118.11,32.0625,23.415000000000003,28.392000000000003,13.466,32.08,19.005,13.075,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,181.5,0
10,6,Madhya Pradesh,Narsinghpur,1990,0.14,0.14,1000.0,1266.3,1212.1,26.4,0.0,1.1,17.4,70.5,76.7,76.7,291.1,343.3,117.93,30.534999999999997,23.72,28.586000000000002,14.294,31.266666666666666,19.512500000000003,11.754166666666663,21.94,20.71,1.14,43.79,5756.0,11996.0,245.0,VERTISOLS,1690.0,216.0,1
10,6,Madhya Pradesh,Narsinghpur,1991,0.11,0.09,818.18,943.5,925.6999999999999,7.800000000000001,0.0,0.99,19.98,82.02,88.4,88.4,291.2,353.7,121.46,31.8525,24.1675,28.274,14.098000000000003,31.905833333333334,19.829166666666666,12.076666666666668,21.2,19.06,1.14,41.4,5755.0,12016.0,245.0,VERTISOLS,1690.0,346.5,1
10,6,Madhya Pradesh,Narsinghpur,1992,0.09,0.1,1111.11,968.8,817.4,0.0,0.0,1.02,25.34,95.86,105.0,105.0,293.0,370.6,126.48,32.1875,24.9625,27.348000000000003,14.24,31.62833333333334,20.175833333333333,11.452500000000008,20.23,18.19,1.09,39.51,5755.0,12016.0,245.0,VERTISOLS,1690.0,269.0,1
10,6,Madhya Pradesh,Narsinghpur,1993,0.07,0.06,857.14,1107.8,1070.3,10.0,0.0,2.19,31.12,104.09,114.9,114.9,294.0,385.1,130.99,31.86,24.785000000000004,28.338,13.854000000000003,31.736666666666668,19.88416666666667,11.8525,17.27,11.04,0.29,28.6,2414.0,7247.0,245.0,VERTISOLS,1690.0,335.5,1
10,6,Madhya Pradesh,Narsinghpur,1995,0.2,0.2,1000.0,731.0,731.0,0.0,0.0,2.4,41.53,126.49,139.47,141.91,296.52,394.55,133.06,32.305,25.395000000000003,27.584000000000003,14.384,31.313333333333333,20.12333333333333,11.190000000000001,18.78,15.97,0.84,35.59,3319.0,9136.0,245.0,VERTISOLS,1690.0,387.0,1
10,6,Madhya Pradesh,Narsinghpur,2000,0.1,0.1,1000.0,823.0,814.6,0.0,0.0,1.34,62.13,160.18,169.42,169.42,298.45,413.86,138.67,31.4575,24.049999999999997,29.288,14.169999999999998,32.185,19.708333333333332,12.47666666666667,18.09,13.8,1.92,33.81,3278.0,9340.0,245.0,VERTISOLS,1690.0,476.0,1
10,6,Madhya Pradesh,Narsinghpur,2004,0.02,0.03,1500.0,1156.4,1088.1000000000001,67.3,0.0,1.01,71.49,164.52,171.26,172.6,303.15,400.8,132.21,31.9625,24.495,28.242,14.028,32.22916666666667,20.070833333333333,12.158333333333339,22.28,12.4,3.22,37.9,3666.0,11347.0,245.0,VERTISOLS,1690.0,466.0,1
10,6,Madhya Pradesh,Narsinghpur,2005,0.01,0.02,2000.0,1585.6,1499.7,60.0,0.0,1.1,74.14,166.3,174.3,175.53,303.53,390.78,128.75,32.39,24.9225,27.916000000000004,13.704000000000002,31.959166666666665,19.800833333333333,12.158333333333331,25.18,11.89,3.95,41.02,3730.0,11938.0,245.0,VERTISOLS,1690.0,618.0,1
10,6,Madhya Pradesh,Narsinghpur,2007,0.1,0.1,1000.0,899.8,812.3999999999999,48.0,0.0,1.11,83.16,172.0,179.29,184.64,304.35,399.72,131.34,32.13,24.659999999999997,28.492,14.276,32.107499999999995,19.9475,12.159999999999993,26.68,12.17,2.12,40.97,3323.0,10979.0,245.0,VERTISOLS,1690.0,691.0,1
10,6,Madhya Pradesh,Narsinghpur,2011,0.02,0.04,1947.37,,,,0.0,0.94,148.03,191.49,198.35,201.11,308.79,424.51,137.48,31.3775,23.9075,28.439999999999998,14.225999999999999,31.86916666666666,19.709999999999997,12.159166666666664,41.04,23.58,3.46,68.08,5896.0,19202.0,245.0,VERTISOLS,1690.0,1005.5,1
10,6,Madhya Pradesh,Narsinghpur,2013,0.01,0.01,1000.0,1821.0,1585.0000000000002,229.5,0.0,3.71,195.17,239.98,251.23,254.83,309.31,471.78,152.53,31.03,23.560000000000002,27.754,13.538,31.402500000000003,19.243333333333332,12.159166666666671,32.21,16.15,1.83,50.19,5015.0,16188.0,245.0,VERTISOLS,1690.0,1181.5,1
10,6,Madhya Pradesh,Narsinghpur,2014,3.0,4.0,1333.33,915.2,815.5999999999999,91.0,0.0,8.84,181.12,218.35,246.58,281.33,310.29,467.49,150.66,32.585,25.115,29.357999999999997,15.142000000000001,32.38583333333334,20.225833333333338,12.16,40.65,17.29,2.27,60.2,5722.0,18348.0,245.0,VERTISOLS,1690.0,1220.0,1
11,6,Madhya Pradesh,Seoni / Shivani,1990,0.05,0.06,1200.0,1395.1,1230.7,123.80000000000001,0.0,24.5,0.5,9.9,43.8,43.8,377.6,445.8,118.06,29.814999999999998,22.895000000000003,28.497999999999998,13.89,30.907499999999995,18.844166666666666,12.063333333333329,4.0,2.57,0.33,6.9,472.0,1154.0,240.0,VERTIC,1447.0,216.0,1
11,6,Madhya Pradesh,Seoni / Shivani,2012,0.01,0.02,2000.0,1118.5,958.4,151.20000000000002,0.0,68.66,11.53,58.47,161.47,161.47,400.63,561.34,140.11,31.090000000000003,23.4925,27.942,13.416,31.605,19.125833333333336,12.479166666666664,33.45,18.1,1.97,53.53,3801.0,14224.0,240.0,VERTIC,1447.0,1183.0,1
